NIST_index,NIST_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,EC Value:,Reaction:,Reference:,Reference ID:,T [K],pH,Keq,Ionic strength [molal],Experimental conditions,solutes [molal],Buffer:,Ionic strength [mol/dm^3],-log[Mg+2],Km',Enthalpy [kJ/mol],Method:,solutes [mol/dm^3]
1093,1093, , , glucuronate isomerase, , ,5.3.1.12, D-galacturonate(aq) = D-tagaturonate(aq),Ashwell G.; Wahba A.J.; Hickman J.; J. Biol. Chem.; 235 1559 (1960).,60ASH/WAH_1368,310.15,8.0, , , , , phosphate and borate, , , , , enzymatic assay and spectrophotometry, 
1094,1094, , , glucuronate isomerase, , ,5.3.1.12, D-galacturonate(aq) = D-tagaturonate(aq),Ashwell G.; Wahba A.J.; Hickman J.; J. Biol. Chem.; 235 1559 (1960).,60ASH/WAH_1368,310.15,8.0, , , , , phosphate and borate, , , , , enzymatic assay and spectrophotometry, 
1095,1095, , , glucuronate isomerase, , ,5.3.1.12, D-glucuronate(aq) = D-fructuronate(aq),Ashwell G.; Wahba A.J.; Hickman J.; J. Biol. Chem.; 235 1559 (1960).,60ASH/WAH_1369,310.15,8.0, , , , , phosphate and borate, , , , , enzymatic assay and spectrophotometry, 
1096,1096, , , glycine hydroxymethyltransferase, , ,2.1.2.1," 5,10-methylenetetrahydrofolate(aq) + glycine(aq) + H2O(l) = tetrahydrofolate(aq) + L-serine(aq)",Blakley R.L.; Biochem. J.; 74 71 (1960).,60BLA_349,298.15,7.4, , , , , potassium phosphate (0.050 mol dm-3), , , , , spectrophotometry, 
1097,1097, , , N-acetylneuraminate lyase, , ,4.1.3.3, N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),Comb D.G.; Roseman S.; J. Biol. Chem.; 235 2529 (1960).,60COM/ROS_1117,310.15,7.1,0.064, , , , phosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1098,1098, , , UDParabinose 4-epimerase, , ,5.1.3.5, UDP-L-arabinose(aq) = UDP-D-xylose(aq),Feingold D.S.; Neufeld E.F.; Hassid W.Z.; J. Biol. Chem.; 235 910 (1960).,60FEI/NEU_1267,310.15,7.5, , , , , Tris (0.08 mol dm-3) + HCl, , , , , electrophoresis and radioactivity, 
1099,1099, , , UDPglucuronate 4-epimerase, , ,5.1.3.6, UDP-D-glucuronate(aq) = UDP-D-galacturonate(aq),Feingold D.S.; Neufeld E.F.; Hassid W.Z.; J. Biol. Chem.; 235 910 (1960).,60FEI/NEU_1270,310.15,7.5, , , , , Tris (0.08 mol dm-3) + HCl, , , , , electrophoresis and radioactivity, 
1100,1100, , , creatine kinase and myosin ATPase, , ,2.7.3.2 & 2.7.3.2, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq),Gellert M.; Sturtevant J.M.; J. Am. Chem. Soc.; 82 1497 (1960).,60GEL/STU_1079,298.15,8.0, , , , , Tris (0.045 mol dm-3), , , ,-37.4, calorimetry, 
1101,1101, , , creatine kinase and myosin ATPase, , ,2.7.3.2 & 2.7.3.2, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq),Gellert M.; Sturtevant J.M.; J. Am. Chem. Soc.; 82 1497 (1960).,60GEL/STU_613,298.15,8.0, , , , , Tris (0.045 mol dm-3), , , ,-37.4, calorimetry, 
1102,1102, , , lactaldehyde reductase (NADPH), , ,1.1.1.55," 1,2-propanediol(aq) + NADP(aq) = L-lactaldehyde(aq) + NADPH(aq)",Gupta N.K.; Robinson W.G.; J. Biol. Chem.; 235 1609 (1960).,60GUP/ROB_186,298.15,10.0, , , , , Tris, , , , , spectrophotometry, 
1103,1103, , , lactaldehyde reductase (NADPH), , ,1.1.1.55," 1,2-propanediol(aq) + NADP(aq) = L-lactaldehyde(aq) + NADPH(aq)",Gupta N.K.; Robinson W.G.; J. Biol. Chem.; 235 1609 (1960).,60GUP/ROB_186,298.15,8.4, , , , , Tris, , , , , spectrophotometry, 
1104,1104, , , lactaldehyde reductase (NADPH), , ,1.1.1.55," 1,2-propanediol(aq) + NADP(aq) = L-lactaldehyde(aq) + NADPH(aq)",Gupta N.K.; Robinson W.G.; J. Biol. Chem.; 235 1609 (1960).,60GUP/ROB_186,298.15,9.0, , , , , Tris, , , , , spectrophotometry, 
1105,1105, , , lactaldehyde reductase (NADPH), , ,1.1.1.55," 1,2-propanediol(aq) + NADP(aq) = L-lactaldehyde(aq) + NADPH(aq)",Gupta N.K.; Robinson W.G.; J. Biol. Chem.; 235 1609 (1960).,60GUP/ROB_186,298.15,9.5, , , , , Tris, , , , , spectrophotometry, 
1106,1106, , , lysine racemase, , ,5.1.1.5, L-lysine(aq) = D-lysine(aq),Ichihara A.; Furiya S.; Suda M.; J. Biochem. (Tokyo); 48 277 (1960).,60ICH/FUR_1238,303.15,8.0, , , , , phosphate (0.04 mol dm-3), , , , , , 
1107,1107, , , urease, , ,3.5.1.5, urea(aq) + 2 H2O(l) = 2 ammonia(aq) + carbon dioxide(aq),Ishii K.; Rev. Phys. Chem. Jpn.; 29 99 (1960).,60ISH_997,313.15,6.70, , , , , phosphate, , , ,-58.7, calorimetry, 
1108,1108, , , urease, , ,3.5.1.5, urea(aq) + 2 H2O(l) = 2 ammonia(aq) + carbon dioxide(aq),Ishii K.; Rev. Phys. Chem. Jpn.; 29 99 (1960).,60ISH_997,313.15,?, , , , , phosphate + none, , , ,-17.8, calorimetry, 
1109,1109, , , carbamate kinase, , ,2.7.2.2, ATP(aq) + ammonium carbamate(aq) = ADP(aq) + carbamoyl phosphate(aq),Jones M.E.; Lipmann F.; Proc. Natl. Acad. Sci. USA; 46 1194 (1960).,60JON/LIP_576,283.15,9.4, , , , , Tris, , , , , chemical analysis, 
1110,1110, , , glucose-6-phosphate isomerase, , ,5.3.1.9, D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Kahana S.E.; Lowry O.H.; Schulz D.W.; Passonneau J.V.; Crawford E.J.; J. Biol. Chem.; 235 2178 (1960).,60KAH/LOW_1354,293.15,8.0, , , , , Tris (0.05 mol dm-3), , , , , enzymatic assay; fluorimetry, 
1111,1111, , , glucose-6-phosphate isomerase, , ,5.3.1.9, D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Kahana S.E.; Lowry O.H.; Schulz D.W.; Passonneau J.V.; Crawford E.J.; J. Biol. Chem.; 235 2178 (1960).,60KAH/LOW_1354,303.15,8.0, , , , , Tris (0.05 mol dm-3), , , , , enzymatic assay; fluorimetry, 
1112,1112, , , glucose-6-phosphate isomerase, , ,5.3.1.9, D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Kahana S.E.; Lowry O.H.; Schulz D.W.; Passonneau J.V.; Crawford E.J.; J. Biol. Chem.; 235 2178 (1960).,60KAH/LOW_1354,311.15,8.0, , , , , Tris (0.05 mol dm-3), , , , , enzymatic assay; fluorimetry, 
1113,1113, , , methenyltetrahydrofolate cyclohydrolase, , ,3.5.4.9," 5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Kay L.D.; Osborn M.J.; Hatefi I.; Huennekens F.M.; J. Biol. Chem.; 235 195 (1960).,60KAY/OSB_1057,298.15,4.74, , , , , citrate phosphate and acetate, , , , , spectrophotometry, 
1114,1114, , , methenyltetrahydrofolate cyclohydrolase, , ,3.5.4.9," 5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Kay L.D.; Osborn M.J.; Hatefi I.; Huennekens F.M.; J. Biol. Chem.; 235 195 (1960).,60KAY/OSB_1057,298.15,5.20, , , , , citrate phosphate and acetate, , , , , spectrophotometry, 
1115,1115, , , methenyltetrahydrofolate cyclohydrolase, , ,3.5.4.9," 5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Kay L.D.; Osborn M.J.; Hatefi I.; Huennekens F.M.; J. Biol. Chem.; 235 195 (1960).,60KAY/OSB_1057,298.15,5.20, , , , , citrate phosphate and acetate, , , , , spectrophotometry, 
1116,1116, , , methenyltetrahydrofolate cyclohydrolase, , ,3.5.4.9," 5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Kay L.D.; Osborn M.J.; Hatefi I.; Huennekens F.M.; J. Biol. Chem.; 235 195 (1960).,60KAY/OSB_1057,298.15,5.70, , , , , citrate phosphate and acetate, , , , , spectrophotometry, 
1117,1117, , , methenyltetrahydrofolate cyclohydrolase, , ,3.5.4.9," 5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Kay L.D.; Osborn M.J.; Hatefi I.; Huennekens F.M.; J. Biol. Chem.; 235 195 (1960).,60KAY/OSB_1057,298.15,7.00, , , , , citrate phosphate and acetate, , , , , spectrophotometry, 
1118,1118, , , methenyltetrahydrofolate cyclohydrolase, , ,3.5.4.9," 5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Kay L.D.; Osborn M.J.; Hatefi I.; Huennekens F.M.; J. Biol. Chem.; 235 195 (1960).,60KAY/OSB_1057,298.15,7.13, , , , , citrate phosphate and acetate, , , , , spectrophotometry, 
1119,1119,1229,2911, UDPglucose-hexose-1-phosphate uridylyltransferase,kegg:C00029 + kegg:C03384 = kegg:C00103 + kegg:C00052, ,4.3.1.1 & 2.7.7.12, UDPglucose(aq) + Î±-D-galactose 1-phosphate(aq) = Î±-D-glucose 1-phosphate(aq) + UDPgalactose(aq),Hurahashi K.; Sugimura A.; J. Biol. Chem.; 235 940 (1960).,60KUR/SUG_696,303.15,8.75, , ,None = -log[Mg+2], , glycine (0.1 mol dm-3),, , , , chemical analysis and spectrophotometry and enzymatic assay, 
1120,1120, , , UDPglucose 4-epimerase, , ,5.1.3.2, UDPglucose(aq) = UDPgalactose(aq),Maxwell E.S.; deRobichon-Szulmajster H.; J. Biol. Chem.; 235 308 (1960).,60MAX/ROB_1250,298.15,8.7, , , , , glycine (0.1 mol dm-3), , , , , spectrophotometry, 
1121,1121, , , sucrose-phosphate synthase, , ,2.4.1.14, UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),Mendicino J.; J. Biol. Chem.; 235 3347 (1960).,60MEN_429,311.15,5.5, , , , , Tris and acetate, , , , , chromatography radioactivity and chemical analysis, 
1122,1122, , , sucrose-phosphate synthase, , ,2.4.1.14, UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),Mendicino J.; J. Biol. Chem.; 235 3347 (1960).,60MEN_429,311.15,7.5, , , , , Tris and acetate, , , , , chromatography radioactivity and chemical analysis, 
1123,1123, , , 4-hydroxybutyrate dehydrogenase, , ,1.1.1.61, 4-hydroxybutanoate(aq) + NAD(aq) = 4-oxobutanoate(aq) + NADH(aq),Nirenberg M.W.; Jakoby W.B.; J. Biol. Chem.; 235 954 (1960).,60NIR/JAK_193,298.15,7.14, , , , , Tris + HCl, , , , , spectrophotometry, 
1124,1124, , , 4-hydroxybutyrate dehydrogenase, , ,1.1.1.61, 4-hydroxybutanoate(aq) + NAD(aq) = 4-oxobutanoate(aq) + NADH(aq),Nirenberg M.W.; Jakoby W.B.; J. Biol. Chem.; 235 954 (1960).,60NIR/JAK_193,298.15,8.00, , , , , Tris + HCl, , , , , spectrophotometry, 
1125,1125, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),O'Connor R.J.; Halvorson H.O.; Arch. Biochem. Biophys.; 91 290 (1960).,60OCO/HAL_269,298.15,10.0,1.36E-4, , , , carbonate/bicarbonate (0.075 mol dm-3), , , , , spectrophotometry, 
1126,1126, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,7.97,6.01E-6, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1127,1127, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,7.98,7.68E-6, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1128,1128, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,8.32,1.80E-5, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1129,1129, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,8.35,1.96E-5, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1130,1130, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,8.73,5.32E-5, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1131,1131, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,8.77,5.26E-5, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1132,1132, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,9.10,1.15E-4, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1133,1133, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,9.14,1.19E-4, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1134,1134, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,9.22,1.60E-4, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1135,1135, , , alanine dehydrogenase, , ,1.4.1.1, L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,9.41,2.68E-4, , , , pyrophosphate (0.1 mol dm-3), , , , , spectrophotometry, 
1136,1136, , , deoxyribose-phosphate aldolase, , ,4.1.2.4, 2-deoxy-D-ribose 5-phosphate(aq) = D-glyceraldehyde 3-phosphate(aq) + acetaldehyde(aq),Pricer W.E.; Horecker B.L.; J. Biol. Chem.; 235 1292 (1960).,60PRI/HOR_1087,310.15,6.3,2.35E-4, , , , maleate (0.025 mol dm-3), , , , , enzymatic assay chemical analysis and spectrophotometry, 
1137,1137, , , arginosuccinate synthase, , ,6.3.4.5, ATP(aq) + L-citrulline(aq) + L-aspartate(aq) = AMP(aq) + diphosphate(aq) + L-arginosuccinate(aq),Schuegraf A.; Ratner S.; Warner R.C.; J. Biol. Chem.; 235 3597 (1960).,60SCH/RAT_1444,311.15,5.90, , , , , Tris (0.1 mol dm-3), , , , , spectrophotometry, 
1138,1138, , , arginosuccinate synthase, , ,6.3.4.5, ATP(aq) + L-citrulline(aq) + L-aspartate(aq) = AMP(aq) + diphosphate(aq) + L-arginosuccinate(aq),Schuegraf A.; Ratner S.; Warner R.C.; J. Biol. Chem.; 235 3597 (1960).,60SCH/RAT_1444,311.15,6.91, , , , , Tris (0.1 mol dm-3), , , , , spectrophotometry, 
1139,1139, , , arginosuccinate synthase, , ,6.3.4.5, ATP(aq) + L-citrulline(aq) + L-aspartate(aq) = AMP(aq) + diphosphate(aq) + L-arginosuccinate(aq),Schuegraf A.; Ratner S.; Warner R.C.; J. Biol. Chem.; 235 3597 (1960).,60SCH/RAT_1444,311.15,7.70, , , , , Tris (0.1 mol dm-3), , , , , spectrophotometry, 
1140,1140, , , arginosuccinate synthase, , ,6.3.4.5, ATP(aq) + L-citrulline(aq) + L-aspartate(aq) = AMP(aq) + diphosphate(aq) + L-arginosuccinate(aq),Schuegraf A.; Ratner S.; Warner R.C.; J. Biol. Chem.; 235 3597 (1960).,60SCH/RAT_1444,311.15,7.79, , , , , Tris (0.1 mol dm-3), , , , , spectrophotometry, 
1141,1141, , , arabinose-5-phosphate isomerase, , ,5.3.1.13, D-arabinose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),Volk W.A.; J. Biol. Chem.; 235 1550 (1960).,60VOL_1370,310.15,8.0, , , , , glycylglycine (0.0033 mol dm-3), , , , , spectrophotometry, 
1142,1142,1252, , cellobiose phosphorylase, , ,4.3.1.1 & 2.4.1.20, cellobiose(aq) + orthophosphate(aq) = D-glucose(aq) + Î±-D-glucose 1-phosphate(aq),Alexander J.K.; J. Bacteriol.; 81 903 (1961).,61ALE_444,310.15,7.0, , ,None = -log[Mg+2], , barbital (0.0075 mol dm-3) + acetate,, , , , chemical analysis and enzymatic assay, 
1143,1143,1256, , galactokinase, , ,4.3.1.1 & 2.7.1.6, ATP(aq) + D-galactose(aq) = ADP(aq) + Î±-D-galactose 1-phosphate(aq),Atkinson M.R.; Burton R.M.; Morton R.K.; Biochem. J.; 78 813 (1961).,61ATK/BUR_550,298.15,7.00, , ,None = -log[Mg+2], , HCl + NaOH,, , , , chemical analysis and enzymatic assay and electrophoresis, 
1144,1144,1255, , galactokinase, , ,4.3.1.1 & 2.7.1.6, ATP(aq) + D-galactose(aq) = ADP(aq) + Î±-D-galactose 1-phosphate(aq),Atkinson M.R.; Burton R.M.; Morton R.K.; Biochem. J.; 78 813 (1961).,61ATK/BUR_550,298.15,7.00, , ,None = -log[Mg+2], , HCl + NaOH,, , , , chemical analysis and enzymatic assay and electrophoresis, 
1145,1145, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Atkinson M.R.; Burton R.M.; Morton R.K.; Biochem. J.; 78 813 (1961).,61ATK/BUR_640,298.15,7.0, , , , , HCl + NaOH, , , , , electrophoresis and enzymatic assay, 
1146,1146, , , adenylate kinase, , ,2.7.4.3, 2 ADP(aq) = AMP(aq) + ATP(aq),Atkinson M.R.; Burton R.M.; Morton R.K.; Biochem. J.; 78 813 (1961).,61ATK/BUR_640,298.15,7.0, , , , , HCl + NaOH, , , , , electrophoresis and enzymatic assay, 
1147,1147, , , alkaline phosphatase, , ,3.1.3.1, D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),Atkinson M.R.; Johnson E.; Morton R.K.; Biochem. J.; 79 12 (1961).,61ATK/JOH_772,298.15,7.0,263, , , , NaOH + HCl, , , , , enzymatic assay and spectrophotometry, 
1148,1148, , , _-phosphoglucomutase, , ,5.4.2.6, Î²-D-glucose 1-phosphate(aq) = Î²-D-glucose 6-phosphate(aq),Ben-Zvi R.; Schramm M.; J. Biol. Chem.; 236 2186 (1961).,61BEN/SCH_1408,310.15,6.5, , , , , histidine (0.001 mol dm-3), , , , , enzymatic assay, 
1149,1149, ,3392, valine-tRNA ligase,kegg:C00002 + kegg:C00183 + kegg:C01653 = kegg:C00020 + kegg:C00013 + kegg:C02554, ,4.3.1.1 & 6.1.1.9,ATP(aq) +L-valine(aq) +tRNAval(aq) = AMP(aq) + diphosphate(aq) + L-valyl-tRNAval(aq),Berg P.; Bergmann F.H.; Ofengand E.J.; Dieckmann M.; J. Biol. Chem.; 236 1726 (1961).,61BER/BER_1431,310.15,7.0, , ,nan = -log[Mg+2], , sodium cacodylate (0.1 mol dm-3),, , , , chemical analysis and spectrophotometry and radioactivity, 
1150,1150, , , transketolase, , ,2.2.1.1, D-fructose 6-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-erythrose 4-phosphate(aq) + D-xylulose 5-phosphate(aq),Datta A.G.; Racker E.; J. Biol. Chem.; 236 617 (1961).,61DAT/RAC_365,298.15,7.6, , , , , glycylglycine (0.025 mol dm-3), , , , , enzymatic assay and spectrophotometry, 
1151,1151, , , transketolase, , ,2.2.1.1, D-fructose 6-phosphate(aq) + glycolaldehyde(aq) = L-erythrulose(aq) + D-erythrose 4-phosphate(aq),Datta A.G.; Racker E.; J. Biol. Chem.; 236 617 (1961).,61DAT/RAC_367,298.15,7.6, , , , , glycylglycine (0.025 mol dm-3), , , , , enzymatic assay and spectrophotometry, 
1152,1152, , , transketolase, , ,2.2.1.1, sedoheptulose 7-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-ribose 5-phosphate(aq) + D-xylulose 5-phosphate(aq),Datta A.G.; Racker E.; J. Biol. Chem.; 236 617 (1961).,61DAT/RAC_368,298.15,7.6, , , , , glycylglycine (0.025 mol dm-3), , , , , enzymatic assay and spectrophotometry, 
1153,1153, , , 3-hydroxybutyrate dehydrogenase, , ,1.1.1.30, (R)-3-hydroxybutanoate(aq) + NAD(aq) = 3-oxobutanoate(aq) + NADH(aq),Doudoroff M.; Merrick J.M.; Contopoulou R.; Fed. Proc. Fed. Am. Soc. Exp. Biol.; 20 272 (1961).,61DOU/MER_117,305.15,8.0, , , , , Tris, , , , , , 
1154,1154,1264, , sucrose phosphorylase, , ,4.3.1.1 & 2.4.1.7, sucrose(aq) + orthophosphate(aq) = Î±-D-glucose 1-phosphate(aq) + D-fructose(aq),"Doudoroff M.; in ""Biochemist's Handbook""; C. Long ed.; D. Van Nostrand Co. Princeton New Jersey (1961) pp. 477-478.",61DOU_416,303.15,6.6, , ,None = -log[Mg+2], , ,, , , , , 
1155,1155,1263, , maltose phosphorylase, , ,4.3.1.1 & 2.4.1.8, maltose(aq) + orthophosphate(aq) = D-glucose(aq) + Î²-D-glucose 1-phosphate(aq),"Doudoroff M.; in ""Biochemist's Handbook""; C. Long ed.; D. Van Nostrand Co. Princeton New Jersey (1961) pp. 477-478.",61DOU_420,310.15,7.0, , ,None = -log[Mg+2], , ,, , , , , 
1156,1156, , , chymotrypsin, , ,3.4.21.1, N-benzoyl-L-tyrosylglycinanilide(aq) + H2O(l) = N-benzoyl-L-tyrosine(aq) + glycylanalide(aq),Gawron O.; Glaid A.J. III; Boyle R.E.; Odstrchel G.; Arch. Biochem. Biophys.; 95 203 (1961).,61GAW/GLA_974,296.15,6.5,10, , , , phosphate, , , , , spectrophotometry, 
1157,1157, , , 2-hydroxy-3-oxopropionate reductase, , ,1.1.1.60, (R)-glycerate(aq) + NAD(aq) = 2-hydroxy-3-oxopropanoate(aq) + NADH(aq),Gotto A.M.; Kornberg H.L.; Biochem. J.; 81 273 (1961).,61GOT/KOR_191,296.15,7.49, , , , , potassium phosphate (0.10 mol dm-3), , , , , spectrophotometry, 
1158,1158, , , 2-hydroxy-3-oxopropionate reductase, , ,1.1.1.60, (R)-glycerate(aq) + NAD(aq) = 2-hydroxy-3-oxopropanoate(aq) + NADH(aq),Gotto A.M.; Kornberg H.L.; Biochem. J.; 81 273 (1961).,61GOT/KOR_191,296.15,8.49, , , , , potassium phosphate (0.10 mol dm-3), , , , , spectrophotometry, 
1159,1159,1269, , UTP-glucose-1-phosphate uridylyltransferase, , ,4.3.1.1 & 2.7.7.9, UTP(aq) + Î±-D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),"Klenow H.; in ""Biochemist's Handbook""; C. Long ed.; D. Van Nostrand Co. Princeton New Jersey (1961) pp. 483-484.",61KLE_685,298.15, , , ,None = -log[Mg+2], , ,, , , , , 
1160,1160, , , glucose-1-phosphate thymidylyltransferase, , ,2.7.7.24, dTTP(aq) + Î±-D-glucose 1-phosphate(aq) = dTDPglucose(aq) + pyrophosphate(aq),Kornfeld S.; Glaser L.; J. Biol. Chem.; 236 1791 (1961).,61KOR/GLA_703,298.15,8.0, , , , , Tris (0.01 mol dm-3) + HCl, , , , , enzymatic assay, 
1161,1161, , , dihydroorotate dehydrogenase, , ,1.3.99.11, (S)-dihydroorotate(aq) + NAD(aq) = orotate(aq) + NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_266,293.15,6.1, , , , , cysteine (0.0067 mol dm-3), , , , , spectrophotometry, 
1162,1162, , , dihydroorotate dehydrogenase, , ,1.3.99.11, (S)-dihydroorotate(aq) + NAD(aq) = orotate(aq) + NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_266,293.15,6.4, , , , , cysteine (0.0067 mol dm-3), , , , , spectrophotometry, 
1163,1163, , , dihydroorotate dehydrogenase, , ,1.3.99.11, (S)-dihydroorotate(aq) + NAD(aq) = orotate(aq) + NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_266,293.15,6.7, , , , , cysteine (0.0067 mol dm-3), , , , , spectrophotometry, 
1164,1164, , , dihydroorotate dehydrogenase, , ,1.3.99.11, (S)-dihydroorotate(aq) + NAD(aq) = orotate(aq) + NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_266,293.15,7.2, , , , , cysteine (0.0067 mol dm-3), , , , , spectrophotometry, 
1165,1165, , , dihydroorotate dehydrogenase, , ,1.3.99.11, (S)-dihydroorotate(aq) + AP-NAD(aq) = orotate(aq) + AP-NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_268,293.15,6.1, , , , , cysteine (0.0067 mol dm-3), , , , , spectrophotometry, 
1166,1166, , , dihydroorotate dehydrogenase, , ,1.3.99.11, (S)-dihydroorotate(aq) + AP-NAD(aq) = orotate(aq) + AP-NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_268,293.15,6.4, , , , , cysteine (0.0067 mol dm-3), , , , , spectrophotometry, 
1167,1167, , , dihydroorotate dehydrogenase, , ,1.3.99.11, (S)-dihydroorotate(aq) + AP-NAD(aq) = orotate(aq) + AP-NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_268,293.15,6.7, , , , , cysteine (0.0067 mol dm-3), , , , , spectrophotometry, 
1168,1168, , , thiamin-phosphate pyrophosphorylase, , ,2.5.1.3, 2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate(aq) + 4-methyl-5-(2-phosphonoxyethyl)-thiazole(aq) = pyrophosphate(aq) + thiamine monophosphate(aq),Leder I.G.; J. Biol. Chem.; 236 3066 (1961).,61LED_488,310.15,9.2, , , , , glycine (0.10 mol dm-3), , , , , fluorescence and chemical analysis, 
